ko:K09476	yph:YPC_2755
ko:K07491	yph:YPC_1312
ko:K07491	yph:YPC_1298
ko:K07491	yph:YPC_1223
ko:K07491	yph:YPC_1071
ko:K07491	yph:YPC_0603
ko:K07491	yph:YPC_0507
ko:K07491	yph:YPC_0427
ko:K07491	yph:YPC_4803
ko:K07491	yph:YPC_4474
ko:K07491	yph:YPC_4369
ko:K07491	yph:YPC_4236
ko:K07491	yph:YPC_3877
ko:K07491	yph:YPC_3608
ko:K07491	yph:YPC_3473
ko:K07491	yph:YPC_3463
ko:K07491	yph:YPC_3113
ko:K07491	yph:YPC_3043
ko:K16088	yph:YPC_2614
ko:K02030	yph:YPC_4634
ko:K07491	yph:YPC_2982
ko:K07491	yph:YPC_2810
ko:K07491	yph:YPC_2761
ko:K07491	yph:YPC_1985
ko:K07491	yph:YPC_1937
ko:K07491	yph:YPC_1709
ko:K07491	yph:YPC_1700
ko:K07491	yph:YPC_1150
ko:K07491	yph:YPC_1077
ko:K07491	yph:YPC_0879
ko:K07491	yph:YPC_0477
ko:K07491	yph:YPC_0375
ko:K11901	yph:YPC_2692
ko:K11893	yph:YPC_2690
ko:K11892	yph:YPC_2689
ko:K11903	yph:YPC_2687
ko:K14220	yph:YPC_2550
ko:K14220	yph:YPC_2569
ko:K16089	yph:YPC_2878
ko:K14230	yph:YPC_0562
ko:K14230	yph:YPC_1056
ko:K14230	yph:YPC_1055
ko:K14231	yph:YPC_0662
ko:K14231	yph:YPC_0837
ko:K14234	yph:YPC_0017
ko:K16137	yph:YPC_2007
ko:K14234	yph:YPC_0497
ko:K07347	yph:YPC_4839
ko:K02014	yph:YPC_2529
ko:K14218	yph:YPC_1401
ko:K14218	yph:YPC_1402
ko:K14237	yph:YPC_1406
ko:K14237	yph:YPC_1407
ko:K02014	yph:YPC_0102
ko:K14229	yph:YPC_1181
ko:K14229	yph:YPC_1408
ko:K14229	yph:YPC_1182
ko:K14229	yph:YPC_2403
ko:K14219	yph:YPC_1481
ko:K14233	yph:YPC_2981
ko:K14234	yph:YPC_0494
ko:K14234	yph:YPC_2980
ko:K14232	yph:YPC_2941
ko:K14233	yph:YPC_2711
ko:K14228	yph:YPC_2392
ko:K14222	yph:YPC_2393
ko:K14223	yph:YPC_3248
ko:K14223	yph:YPC_3249
ko:K14223	yph:YPC_3251
ko:K14224	yph:YPC_0014
ko:K14224	yph:YPC_1117
ko:K14224	yph:YPC_4247
ko:K14224	yph:YPC_0309
ko:K14219	yph:YPC_3616
ko:K14219	yph:YPC_3617
ko:K14219	yph:YPC_3615
ko:K14233	yph:YPC_3618
ko:K14230	yph:YPC_3936
ko:K14227	yph:YPC_0483
ko:K14227	yph:YPC_0528
ko:K14227	yph:YPC_3576
ko:K14225	yph:YPC_0496
ko:K02014	yph:YPC_0798
ko:K02014	yph:YPC_0537
ko:K14238	yph:YPC_4546
ko:K14221	yph:YPC_0313
ko:K14221	yph:YPC_1120
ko:K14219	yph:YPC_0369
ko:K14228	yph:YPC_0371
ko:K14228	yph:YPC_4171
ko:K14228	yph:YPC_0563
ko:K14225	yph:YPC_0921
ko:K14221	yph:YPC_1129
ko:K01985	yph:YPC_0311
ko:K01985	yph:YPC_1119
ko:K01985	yph:YPC_3573
ko:K01985	yph:YPC_4245
ko:K01985	yph:YPC_0486
ko:K01985	yph:YPC_0531
ko:K01985	yph:YPC_0016
ko:K01985	yph:YPC_0018
ko:K01980	yph:YPC_0015
ko:K01980	yph:YPC_4246
ko:K01980	yph:YPC_3574
ko:K01980	yph:YPC_1118
ko:K01980	yph:YPC_0530
ko:K01980	yph:YPC_0485
ko:K01980	yph:YPC_0310
ko:K14226	yph:YPC_0370
ko:K14228	yph:YPC_3775
ko:K14237	yph:YPC_2024
ko:K14237	yph:YPC_2023
ko:K01977	yph:YPC_0013
ko:K01977	yph:YPC_0527
ko:K01977	yph:YPC_1116
ko:K01977	yph:YPC_4248
ko:K01977	yph:YPC_0308
ko:K01977	yph:YPC_3577
ko:K01977	yph:YPC_0482
ko:K14218	yph:YPC_0484
ko:K14218	yph:YPC_0529
ko:K14218	yph:YPC_3575
ko:K00526	yph:YPC_2996
ko:K03767	yph:YPC_0105
ko:K16087	yph:YPC_0723
ko:K12545	yph:YPC_0294
ko:K14225	yph:YPC_0634
ko:K14225	yph:YPC_2394
ko:K14225	yph:YPC_0635
ko:K02939	yph:YPC_0605
ko:K02963	yph:YPC_0606
ko:K02686	yph:YPC_0607
ko:K02990	yph:YPC_0608
ko:K06889	yph:YPC_0610
ko:K09456	yph:YPC_0615
ko:K03218	yph:YPC_0617
ko:K12573	yph:YPC_0619
ko:K13771	yph:YPC_0620
ko:K01939	yph:YPC_0621
ko:K09937	yph:YPC_0622
ko:K04087	yph:YPC_0623
ko:K04088	yph:YPC_0624
ko:K03665	yph:YPC_0625
ko:K03666	yph:YPC_0626
ko:K00791	yph:YPC_0627
ko:K03572	yph:YPC_0628
ko:K01448	yph:YPC_0629
ko:K06925	yph:YPC_0630
ko:K13288	yph:YPC_0636
ko:K06949	yph:YPC_0637
ko:K01613	yph:YPC_0638
ko:K04568	yph:YPC_0640
ko:K00244	yph:YPC_0642
ko:K00245	yph:YPC_0643
ko:K00246	yph:YPC_0644
ko:K00247	yph:YPC_0645
ko:K02356	yph:YPC_0647
ko:K04077	yph:YPC_0650
ko:K04078	yph:YPC_0651
ko:K07113	yph:YPC_0652
ko:K01744	yph:YPC_0654
ko:K07791	yph:YPC_0655
ko:K03926	yph:YPC_0656
ko:K04084	yph:YPC_0657
ko:K05796	yph:YPC_0659
ko:K01782	yph:YPC_1498
ko:K08296	yph:YPC_1499
ko:K07320	yph:YPC_1501
ko:K01736	yph:YPC_1502
ko:K07261	yph:YPC_1503
ko:K07090	yph:YPC_1504
ko:K09906	yph:YPC_1506
ko:K15461	yph:YPC_1508
ko:K00647	yph:YPC_1509
ko:K01779	yph:YPC_1511
ko:K03473	yph:YPC_1517
ko:K06173	yph:YPC_1519
ko:K03975	yph:YPC_1520
ko:K01963	yph:YPC_1521
ko:K11754	yph:YPC_1522
ko:K03749	yph:YPC_1523
ko:K03558	yph:YPC_1524
ko:K00764	yph:YPC_1525
ko:K03186	yph:YPC_1526
ko:K10016	yph:YPC_1530
ko:K10015	yph:YPC_1531
ko:K10017	yph:YPC_1532
ko:K07071	yph:YPC_1533
ko:K07095	yph:YPC_1535
ko:K03475	yph:YPC_1538
ko:K02822	yph:YPC_1540
ko:K02821	yph:YPC_1542
ko:K13788	yph:YPC_1545
ko:K00925	yph:YPC_1547
ko:K09899	yph:YPC_1549
ko:K09161	yph:YPC_1550
ko:K03710	yph:YPC_2366
ko:K09803	yph:YPC_2376
ko:K00995	yph:YPC_2395
ko:K03703	yph:YPC_2396
ko:K07689	yph:YPC_2397
ko:K11737	yph:YPC_2404
ko:K03809	yph:YPC_2406
ko:K07224	yph:YPC_2408
ko:K07243	yph:YPC_2409
ko:K13821	yph:YPC_2412
ko:K10010	yph:YPC_2416
ko:K10009	yph:YPC_2417
ko:K02424	yph:YPC_2418
ko:K03839	yph:YPC_3229
ko:K03711	yph:YPC_3230
ko:K01886	yph:YPC_3235
ko:K02802	yph:YPC_3238
ko:K02803	yph:YPC_3238
ko:K02804	yph:YPC_3238
ko:K02564	yph:YPC_3239
ko:K01443	yph:YPC_3240
ko:K02565	yph:YPC_3241
ko:K02566	yph:YPC_3242
ko:K01953	yph:YPC_3244
ko:K03184	yph:YPC_3252
ko:K06168	yph:YPC_3253
ko:K07042	yph:YPC_3255
ko:K06189	yph:YPC_3257
ko:K03820	yph:YPC_3258
ko:K01867	yph:YPC_0093
ko:K02302	yph:YPC_0094
ko:K02598	yph:YPC_0095
ko:K00363	yph:YPC_0097
ko:K08312	yph:YPC_0079
ko:K00362	yph:YPC_0098
ko:K06141	yph:YPC_0101
ko:K01222	yph:YPC_0104
ko:K06915	yph:YPC_0106
ko:K10914	yph:YPC_0111
ko:K07397	yph:YPC_0112
ko:K00855	yph:YPC_0114
ko:K09898	yph:YPC_0115
ko:K07019	yph:YPC_0116
ko:K15551	yph:YPC_0119
ko:K15552	yph:YPC_0121
ko:K05366	yph:YPC_0080
ko:K12288	yph:YPC_0081
ko:K12289	yph:YPC_0082
ko:K02507	yph:YPC_0086
ko:K03119	yph:YPC_0122
ko:K07070	yph:YPC_0129
ko:K03775	yph:YPC_0130
ko:K01224	yph:YPC_0960
ko:K12308	yph:YPC_0961
ko:K02024	yph:YPC_0963
ko:K06871	yph:YPC_0977
ko:K02079	yph:YPC_0981
ko:K02744	yph:YPC_0982
ko:K02745	yph:YPC_0985
ko:K02082	yph:YPC_0986
ko:K01673	yph:YPC_1002
ko:K02452	yph:YPC_1004
ko:K00891	yph:YPC_0087
ko:K02453	yph:YPC_1005
ko:K02454	yph:YPC_1006
ko:K02455	yph:YPC_1008
ko:K02456	yph:YPC_1009
ko:K02457	yph:YPC_1010
ko:K02458	yph:YPC_1011
ko:K02459	yph:YPC_1012
ko:K02460	yph:YPC_1013
ko:K02461	yph:YPC_1014
ko:K02465	yph:YPC_1017
ko:K07053	yph:YPC_1838
ko:K06178	yph:YPC_1841
ko:K04774	yph:YPC_1844
ko:K03168	yph:YPC_1848
ko:K13634	yph:YPC_1849
ko:K01681	yph:YPC_1851
ko:K08992	yph:YPC_1854
ko:K01591	yph:YPC_1857
ko:K03113	yph:YPC_1858
ko:K04062	yph:YPC_1859
ko:K06200	yph:YPC_1864
ko:K01147	yph:YPC_1865
ko:K10773	yph:YPC_1868
ko:K03614	yph:YPC_1871
ko:K03615	yph:YPC_1873
ko:K03616	yph:YPC_1875
ko:K03617	yph:YPC_1876
ko:K01804	yph:YPC_1884
ko:K00853	yph:YPC_1885
ko:K10537	yph:YPC_1886
ko:K01735	yph:YPC_0088
ko:K10539	yph:YPC_1887
ko:K03112	yph:YPC_0089
ko:K10538	yph:YPC_1888
ko:K14347	yph:YPC_1891
ko:K11179	yph:YPC_2712
ko:K01512	yph:YPC_2713
ko:K06969	yph:YPC_2714
ko:K11940	yph:YPC_2715
ko:K06929	yph:YPC_2717
ko:K09909	yph:YPC_2719
ko:K01734	yph:YPC_2720
ko:K03658	yph:YPC_2721
ko:K01783	yph:YPC_0091
ko:K01091	yph:YPC_0092
ko:K07343	yph:YPC_2724
ko:K03286	yph:YPC_2726
ko:K09911	yph:YPC_2729
ko:K04770	yph:YPC_2730
ko:K01716	yph:YPC_2731
ko:K09458	yph:YPC_2735
ko:K03812	yph:YPC_2738
ko:K09857	yph:YPC_2740
ko:K09158	yph:YPC_3275
ko:K03801	yph:YPC_3276
ko:K03644	yph:YPC_3277
ko:K03425	yph:YPC_3278
ko:K06199	yph:YPC_3280
ko:K10001	yph:YPC_3259
ko:K10003	yph:YPC_3260
ko:K08191	yph:YPC_4093
ko:K01812	yph:YPC_4094
ko:K00041	yph:YPC_4095
ko:K01685	yph:YPC_4096
ko:K01955	yph:YPC_4104
ko:K01956	yph:YPC_4105
ko:K00215	yph:YPC_4106
ko:K03527	yph:YPC_4109
ko:K10002	yph:YPC_3261
ko:K10004	yph:YPC_3262
ko:K01870	yph:YPC_4112
ko:K11753	yph:YPC_4113
ko:K02968	yph:YPC_4114
ko:K03717	yph:YPC_4115
ko:K03313	yph:YPC_4116
ko:K03686	yph:YPC_4117
ko:K04043	yph:YPC_4118
ko:K07034	yph:YPC_4119
ko:K01869	yph:YPC_3265
ko:K03831	yph:YPC_4122
ko:K00616	yph:YPC_4124
ko:K03643	yph:YPC_3266
ko:K09861	yph:YPC_4126
ko:K01733	yph:YPC_4127
ko:K02340	yph:YPC_3267
ko:K00969	yph:YPC_3268
ko:K09710	yph:YPC_3269
ko:K00783	yph:YPC_3270
ko:K00872	yph:YPC_4128
ko:K07773	yph:YPC_4132
ko:K05805	yph:YPC_4133
ko:K05515	yph:YPC_3271
ko:K05837	yph:YPC_3272
ko:K05804	yph:YPC_4134
ko:K03720	yph:YPC_4137
ko:K08309	yph:YPC_4138
ko:K06211	yph:YPC_4146
ko:K03642	yph:YPC_3273
ko:K07258	yph:YPC_3274
ko:K01256	yph:YPC_2749
ko:K00763	yph:YPC_2752
ko:K01893	yph:YPC_2753
ko:K03632	yph:YPC_2763
ko:K03804	yph:YPC_2764
ko:K03633	yph:YPC_2765
ko:K06219	yph:YPC_2766
ko:K03695	yph:YPC_3579
ko:K05810	yph:YPC_3580
ko:K06180	yph:YPC_3581
ko:K05807	yph:YPC_3582
ko:K05809	yph:YPC_3583
ko:K06192	yph:YPC_2741
ko:K14170	yph:YPC_3586
ko:K14187	yph:YPC_3590
ko:K01626	yph:YPC_3591
ko:K07792	yph:YPC_3593
ko:K07792	yph:YPC_3594
ko:K07792	yph:YPC_3595
ko:K07283	yph:YPC_3596
ko:K02884	yph:YPC_3600
ko:K00554	yph:YPC_3601
ko:K02860	yph:YPC_3602
ko:K02959	yph:YPC_3603
ko:K03106	yph:YPC_3605
ko:K07173	yph:YPC_3610
ko:K01919	yph:YPC_3612
ko:K03563	yph:YPC_3619
ko:K01872	yph:YPC_3620
ko:K03565	yph:YPC_3621
ko:K03743	yph:YPC_3623
ko:K00864	yph:YPC_3628
ko:K00975	yph:YPC_4439
ko:K00700	yph:YPC_4441
ko:K02478	yph:YPC_4442
ko:K13735	yph:YPC_4444
ko:K00133	yph:YPC_4450
ko:K00851	yph:YPC_4455
ko:K06155	yph:YPC_4457
ko:K03808	yph:YPC_2742
ko:K06145	yph:YPC_4459
ko:K06911	yph:YPC_4460
ko:K01624	yph:YPC_4465
ko:K09988	yph:YPC_4466
ko:K10439	yph:YPC_4467
ko:K10440	yph:YPC_4468
ko:K10441	yph:YPC_4469
ko:K07007	yph:YPC_4471
ko:K06144	yph:YPC_4475
ko:K06149	yph:YPC_4476
ko:K00262	yph:YPC_4477
ko:K15984	yph:YPC_4479
ko:K01414	yph:YPC_4480
ko:K07115	yph:YPC_4482
ko:K00383	yph:YPC_4483
ko:K02647	yph:YPC_4484
ko:K00865	yph:YPC_4488
ko:K07058	yph:YPC_4493
ko:K01521	yph:YPC_4494
ko:K15738	yph:YPC_2743
ko:K12297	yph:YPC_2744
ko:K07140	yph:YPC_2745
ko:K03745	yph:YPC_0132
ko:K07235	yph:YPC_0135
ko:K00867	yph:YPC_0489
ko:K02358	yph:YPC_0498
ko:K03073	yph:YPC_0499
ko:K02601	yph:YPC_0500
ko:K02867	yph:YPC_0501
ko:K02863	yph:YPC_0502
ko:K02864	yph:YPC_0503
ko:K02935	yph:YPC_0504
ko:K03043	yph:YPC_0505
ko:K03046	yph:YPC_0506
ko:K03154	yph:YPC_0511
ko:K03147	yph:YPC_0514
ko:K07740	yph:YPC_0515
ko:K03426	yph:YPC_0516
ko:K01599	yph:YPC_0518
ko:K05982	yph:YPC_0519
ko:K09891	yph:YPC_0520
ko:K05787	yph:YPC_0522
ko:K01945	yph:YPC_0524
ko:K00602	yph:YPC_0525
ko:K01258	yph:YPC_0538
ko:K12942	yph:YPC_0539
ko:K14155	yph:YPC_1374
ko:K03307	yph:YPC_1378
ko:K05685	yph:YPC_1380
ko:K13888	yph:YPC_1381
ko:K08483	yph:YPC_1391
ko:K02784	yph:YPC_1392
ko:K01738	yph:YPC_1393
ko:K06203	yph:YPC_1394
ko:K03528	yph:YPC_1395
ko:K01972	yph:YPC_1396
ko:K09954	yph:YPC_1397
ko:K09962	yph:YPC_1400
ko:K01885	yph:YPC_1405
ko:K11535	yph:YPC_1409
ko:K03322	yph:YPC_1410
ko:K00845	yph:YPC_1418
ko:K14261	yph:YPC_1420
ko:K07308	yph:YPC_1429
ko:K07307	yph:YPC_1430
ko:K07306	yph:YPC_1431
ko:K02010	yph:YPC_1436
ko:K01625	yph:YPC_2247
ko:K00036	yph:YPC_2248
ko:K00873	yph:YPC_2250
ko:K02560	yph:YPC_2252
ko:K09815	yph:YPC_2254
ko:K09817	yph:YPC_2255
ko:K09816	yph:YPC_2256
ko:K03551	yph:YPC_2257
ko:K03550	yph:YPC_2258
ko:K01159	yph:YPC_2259
ko:K08310	yph:YPC_2261
ko:K01876	yph:YPC_2262
ko:K07136	yph:YPC_2264
ko:K06201	yph:YPC_2267
ko:K09907	yph:YPC_2269
ko:K01887	yph:YPC_2272
ko:K11016	yph:YPC_2273
ko:K11017	yph:YPC_2274
ko:K03980	yph:YPC_2275
ko:K03810	yph:YPC_2276
ko:K07236	yph:YPC_0136
ko:K07237	yph:YPC_0137
ko:K02950	yph:YPC_0138
ko:K02992	yph:YPC_0139
ko:K02355	yph:YPC_0140
ko:K02358	yph:YPC_0141
ko:K07491	yph:YPC_0144
ko:K02192	yph:YPC_0145
ko:K03594	yph:YPC_0146
ko:K02946	yph:YPC_0147
ko:K02906	yph:YPC_0148
ko:K02926	yph:YPC_0149
ko:K02892	yph:YPC_0150
ko:K02886	yph:YPC_0151
ko:K02965	yph:YPC_0152
ko:K02890	yph:YPC_0153
ko:K02982	yph:YPC_0154
ko:K02878	yph:YPC_0155
ko:K02904	yph:YPC_0156
ko:K02961	yph:YPC_0157
ko:K02874	yph:YPC_0158
ko:K02895	yph:YPC_0159
ko:K02931	yph:YPC_0160
ko:K02954	yph:YPC_0161
ko:K02994	yph:YPC_0162
ko:K02933	yph:YPC_0163
ko:K02881	yph:YPC_0164
ko:K02988	yph:YPC_0165
ko:K02907	yph:YPC_0166
ko:K02876	yph:YPC_0167
ko:K03076	yph:YPC_0168
ko:K02919	yph:YPC_0169
ko:K02952	yph:YPC_0170
ko:K02948	yph:YPC_0171
ko:K02986	yph:YPC_0172
ko:K03040	yph:YPC_0173
ko:K02879	yph:YPC_0174
ko:K09890	yph:YPC_0176
ko:K03282	yph:YPC_0177
ko:K03499	yph:YPC_0178
ko:K03500	yph:YPC_0179
ko:K00604	yph:YPC_0180
ko:K01462	yph:YPC_0181
ko:K04096	yph:YPC_0182
ko:K03747	yph:YPC_0183
ko:K07479	yph:YPC_0184
ko:K07566	yph:YPC_0185
ko:K00014	yph:YPC_0186
ko:K07396	yph:YPC_1022
ko:K01586	yph:YPC_1027
ko:K02529	yph:YPC_1028
ko:K08227	yph:YPC_1033
ko:K03573	yph:YPC_1039
ko:K08311	yph:YPC_1040
ko:K08484	yph:YPC_1041
ko:K13292	yph:YPC_1043
ko:K02679	yph:YPC_1045
ko:K01766	yph:YPC_1060
ko:K06968	yph:YPC_1065
ko:K01146	yph:YPC_1066
ko:K06966	yph:YPC_1067
ko:K06879	yph:YPC_1068
ko:K02680	yph:YPC_1046
ko:K02681	yph:YPC_1048
ko:K03583	yph:YPC_1049
ko:K15723	yph:YPC_1069
ko:K06175	yph:YPC_1073
ko:K00674	yph:YPC_1079
ko:K00990	yph:YPC_1080
ko:K01265	yph:YPC_1081
ko:K01407	yph:YPC_1050
ko:K14682	yph:YPC_1053
ko:K01448	yph:YPC_1054
ko:K08304	yph:YPC_1057
ko:K02426	yph:YPC_1059
ko:K01809	yph:YPC_1895
ko:K03790	yph:YPC_2278
ko:K08162	yph:YPC_2279
ko:K04477	yph:YPC_2286
ko:K02053	yph:YPC_2292
ko:K09915	yph:YPC_2277
ko:K03321	yph:YPC_2296
ko:K01627	yph:YPC_2298
ko:K01950	yph:YPC_3109
ko:K07715	yph:YPC_3110
ko:K07711	yph:YPC_3112
ko:K01952	yph:YPC_3119
ko:K11991	yph:YPC_3121
ko:K07106	yph:YPC_3123
ko:K00997	yph:YPC_3128
ko:K03474	yph:YPC_3129
ko:K03584	yph:YPC_3130
ko:K03685	yph:YPC_3132
ko:K03100	yph:YPC_3133
ko:K03596	yph:YPC_3134
ko:K03803	yph:YPC_3136
ko:K03088	yph:YPC_3139
ko:K00278	yph:YPC_3140
ko:K05590	yph:YPC_3142
ko:K01304	yph:YPC_3151
ko:K01669	yph:YPC_3160
ko:K01546	yph:YPC_3164
ko:K01547	yph:YPC_3165
ko:K01548	yph:YPC_3166
ko:K07646	yph:YPC_3167
ko:K15125	yph:YPC_3981
ko:K00219	yph:YPC_3991
ko:K07043	yph:YPC_3994
ko:K07862	yph:YPC_3996
ko:K01525	yph:YPC_4002
ko:K06195	yph:YPC_4003
ko:K02528	yph:YPC_4004
ko:K00097	yph:YPC_4005
ko:K03771	yph:YPC_4006
ko:K04744	yph:YPC_4007
ko:K05801	yph:YPC_4008
ko:K06177	yph:YPC_4009
ko:K11900	yph:YPC_4013
ko:K11903	yph:YPC_4014
ko:K11897	yph:YPC_4015
ko:K11896	yph:YPC_4016
ko:K11895	yph:YPC_4017
ko:K11907	yph:YPC_4018
ko:K03580	yph:YPC_4031
ko:K04485	yph:YPC_4147
ko:K02856	yph:YPC_0668
ko:K02854	yph:YPC_0670
ko:K02855	yph:YPC_0672
ko:K00848	yph:YPC_0674
ko:K01813	yph:YPC_0675
ko:K01629	yph:YPC_0676
ko:K03534	yph:YPC_0678
ko:K03701	yph:YPC_0680
ko:K00832	yph:YPC_0682
ko:K08224	yph:YPC_1898
ko:K15545	yph:YPC_1900
ko:K01935	yph:YPC_1902
ko:K03281	yph:YPC_1903
ko:K02529	yph:YPC_1904
ko:K02050	yph:YPC_1908
ko:K01241	yph:YPC_1910
ko:K01653	yph:YPC_1919
ko:K01679	yph:YPC_1896
ko:K01077	yph:YPC_1922
ko:K00567	yph:YPC_1923
ko:K14055	yph:YPC_1925
ko:K00325	yph:YPC_1928
ko:K00324	yph:YPC_1929
ko:K03758	yph:YPC_1932
ko:K07661	yph:YPC_1934
ko:K07639	yph:YPC_1935
ko:K01299	yph:YPC_1936
ko:K11021	yph:YPC_1939
ko:K04775	yph:YPC_1948
ko:K03578	yph:YPC_1951
ko:K01118	yph:YPC_1952
ko:K00007	yph:YPC_1954
ko:K00979	yph:YPC_2769
ko:K09791	yph:YPC_2770
ko:K03704	yph:YPC_2772
ko:K00912	yph:YPC_2774
ko:K11085	yph:YPC_2775
ko:K02238	yph:YPC_2776
ko:K05788	yph:YPC_2778
ko:K02945	yph:YPC_2779
ko:K00945	yph:YPC_2780
ko:K00800	yph:YPC_2781
ko:K00831	yph:YPC_2782
ko:K01424	yph:YPC_2785
ko:K09136	yph:YPC_2786
ko:K06212	yph:YPC_2788
ko:K00656	yph:YPC_2789
ko:K07270	yph:YPC_2790
ko:K04069	yph:YPC_2791
ko:K08219	yph:YPC_2792
ko:K08219	yph:YPC_2795
ko:K01875	yph:YPC_2796
ko:K07478	yph:YPC_2797
ko:K03634	yph:YPC_2798
ko:K03466	yph:YPC_2799
ko:K00384	yph:YPC_2802
ko:K16013	yph:YPC_2804
ko:K16012	yph:YPC_2805
ko:K02518	yph:YPC_2809
ko:K06891	yph:YPC_2814
ko:K03704	yph:YPC_2816
ko:K05685	yph:YPC_2817
ko:K13888	yph:YPC_2818
ko:K09824	yph:YPC_2821
ko:K11933	yph:YPC_2825
ko:K00156	yph:YPC_2826
ko:K03782	yph:YPC_3635
ko:K15536	yph:YPC_3636
ko:K07308	yph:YPC_3640
ko:K07307	yph:YPC_3641
ko:K07306	yph:YPC_3642
ko:K02430	yph:YPC_3644
ko:K02056	yph:YPC_3648
ko:K02057	yph:YPC_3649
ko:K02057	yph:YPC_3650
ko:K00880	yph:YPC_3652
ko:K01676	yph:YPC_3653
ko:K01265	yph:YPC_3655
ko:K00428	yph:YPC_3660
ko:K01713	yph:YPC_3661
ko:K03893	yph:YPC_3665
ko:K05879	yph:YPC_3667
ko:K05878	yph:YPC_3668
ko:K01808	yph:YPC_3671
ko:K03555	yph:YPC_3673
ko:K03087	yph:YPC_3674
ko:K06194	yph:YPC_3675
ko:K02956	yph:YPC_0556
ko:K03177	yph:YPC_0557
ko:K02834	yph:YPC_0558
ko:K02519	yph:YPC_0559
ko:K02600	yph:YPC_0560
ko:K09748	yph:YPC_0561
ko:K03075	yph:YPC_0564
ko:K03431	yph:YPC_0565
ko:K00796	yph:YPC_0566
ko:K03798	yph:YPC_0567
ko:K02427	yph:YPC_0568
ko:K07574	yph:YPC_0569
ko:K03624	yph:YPC_0571
ko:K07259	yph:YPC_0572
ko:K07643	yph:YPC_0574
ko:K03979	yph:YPC_0575
ko:K02899	yph:YPC_0577
ko:K02888	yph:YPC_0578
ko:K02523	yph:YPC_0579
ko:K00024	yph:YPC_0582
ko:K03402	yph:YPC_0583
ko:K02558	yph:YPC_0586
ko:K03841	yph:YPC_0587
ko:K01507	yph:YPC_0588
ko:K07278	yph:YPC_0592
ko:K07304	yph:YPC_0593
ko:K07109	yph:YPC_0596
ko:K01082	yph:YPC_0597
ko:K01119	yph:YPC_0598
ko:K07322	yph:YPC_0599
ko:K03773	yph:YPC_0600
ko:K07269	yph:YPC_0601
ko:K02011	yph:YPC_1437
ko:K02012	yph:YPC_1439
ko:K08305	yph:YPC_1440
ko:K11902	yph:YPC_1448
ko:K11895	yph:YPC_1449
ko:K11896	yph:YPC_1450
ko:K11907	yph:YPC_1452
ko:K07345	yph:YPC_1453
ko:K07347	yph:YPC_1455
ko:K11901	yph:YPC_1459
ko:K11900	yph:YPC_1460
ko:K11903	yph:YPC_1461
ko:K11893	yph:YPC_1463
ko:K11892	yph:YPC_1467
ko:K11891	yph:YPC_1469
ko:K11898	yph:YPC_1474
ko:K11897	yph:YPC_1475
ko:K06193	yph:YPC_1477
ko:K03744	yph:YPC_1480
ko:K02193	yph:YPC_1485
ko:K02194	yph:YPC_1486
ko:K02195	yph:YPC_1487
ko:K02196	yph:YPC_1488
ko:K02199	yph:YPC_1491
ko:K04754	yph:YPC_1494
ko:K06076	yph:YPC_1495
ko:K02493	yph:YPC_2301
ko:K02835	yph:YPC_2302
ko:K02492	yph:YPC_2303
ko:K02494	yph:YPC_2304
ko:K00919	yph:YPC_2305
